,UMAP_1,UMAP_2,cluster
1672,1.3566309,4.677774,2
1673,0.9653761,4.5158796,2
1674,2.0199485,-5.0406504,3
1675,-3.7911184,6.555454,2
1676,-2.885422,4.8638635,2
1677,-4.204333,4.070484,2
1678,-4.79995,5.5012884,2
1679,-0.4305472,-5.4065,4
1680,2.5792584,-7.0705557,3
1681,-1.7193906,4.9433055,2
1682,-0.5165263,-5.270025,4
1683,-2.6011543,3.9064417,2
1684,-3.2752376,3.3849664,2
1685,2.6634178,-7.05716,3
1686,-1.3022356,5.9098344,2
1687,-0.38582706,6.6008086,2
1688,2.7128975,-6.7819276,3
1689,-3.9224286,6.957246,2
1690,0.85328245,-4.3076077,3
1691,1.3965352,-5.8247757,3
1692,0.9194599,-6.1535,3
1693,-1.557634,6.730833,2
1694,12.240787,7.917032,1
1695,1.7797678,-4.347509,3
1696,0.7346387,4.9837823,2
1697,0.9231587,1.8100543,5
1698,-3.7108588,1.5818917,2
1699,-3.2032614,3.6481998,2
1700,1.5081719,-6.120488,3
1701,0.99070424,-4.7900786,3
1702,1.2671235,-3.0696373,3
1703,1.9642338,-4.913584,3
1704,0.58908886,-3.21826,3
1705,0.7032055,5.4592085,2
1706,-3.0792851,5.257811,2
1707,0.81722724,1.5085622,5
1708,-3.5162377,5.2810783,2
1709,-0.9993044,0.12653352,6
1710,-2.123766,4.163083,2
1711,0.943554,-5.9161944,3
1712,-4.637324,3.4288454,2
1713,10.654102,9.458449,0
1714,12.313759,7.836187,1
1715,-3.7943702,1.6687595,2
1716,2.6256347,-5.63904,3
1717,-3.7661319,6.108054,2
1718,1.4157087,4.699537,2
1719,-0.81466377,6.2356176,2
1720,-1.0812278,5.6426682,2
1721,-2.8846934,4.926629,2
1722,-1.8284736,5.7255673,2
1723,-2.4625323,8.0128145,2
1724,0.25990835,5.7231536,2
1725,-0.6850351,6.5930557,2
1726,-4.3423414,2.7490842,2
1727,-4.6566505,3.582138,2
1728,-0.3662456,4.0600114,2
1729,-2.7118764,3.6528704,2
1730,-2.5140758,4.232257,2
1731,1.1086545,4.678808,2
1732,12.069577,7.73522,1
1733,1.189159,-3.0701456,3
1734,1.1331807,-3.0297463,3
1735,-4.1445017,5.2123523,2
1736,11.915852,7.7022853,1
1737,-0.92114675,6.14211,2
1738,1.602993,-3.048721,3
1739,-1.4180467,5.6702557,2
1740,1.7317097,-2.9869697,3
1741,-0.72136086,5.476999,2
1742,-4.48615,4.92845,2
1743,-3.966658,5.811883,2
1744,2.030685,-4.1160994,3
1745,-5.2481866,5.804734,2
1746,-3.3772843,6.0813255,2
1747,-3.4598758,6.15892,2
1748,-0.29783714,4.19824,2
1749,-4.5754046,5.247713,2
1750,-0.014243099,5.1341043,2
1751,-4.839725,4.1241136,2
1752,-0.6140128,-5.1894903,4
1753,-3.4737,5.3657556,2
1754,1.575318,-6.05489,3
1755,-2.781372,3.2485874,2
1756,0.107748464,5.0142293,2
1757,0.70063466,-5.6203785,3
1758,-3.8993623,6.476967,2
1759,-3.4768624,6.0877028,2
1760,-3.4074445,3.8865564,2
1761,-3.767425,2.4328246,2
1762,-4.183516,6.5393095,2
1763,-3.7476168,5.5196457,2
1764,-1.1227006,0.2449528,6
1765,-2.5856948,4.526254,2
1766,1.119638,-3.1032138,3
1767,-1.0940783,4.442954,2
1768,-4.723367,5.2448864,2
1769,-1.308243,5.589761,2
1770,-1.9867412,5.0616055,2
1771,-2.5303822,4.6445804,2
1772,-3.1644084,5.9659505,2
1773,-2.587478,3.8819776,2
1774,-0.72509104,4.1323705,2
1775,-3.5166755,4.8506107,2
1776,1.1432227,-4.4405327,3
1777,0.94185644,-5.6703863,3
1778,-0.6057178,4.1937633,2
1779,-1.7180853,4.492864,2
1780,-2.7474196,4.1256003,2
1781,-3.1886327,3.215849,2
1782,-5.0561495,5.242805,2
1783,-4.6045785,4.4743295,2
1784,-0.29302594,0.07105888,6
1785,-0.67015576,5.119491,2
1786,2.17604,-5.4021797,3
1787,1.6798275,-4.4011602,3
1788,-0.81467813,3.7695205,2
1789,-0.57463527,-5.2616525,4
1790,0.5735931,5.612062,2
1791,-1.933009,3.2795281,2
1792,-4.651715,3.9943628,2
1793,-5.0918245,6.7647543,2
1794,-1.3884869,6.592107,2
1795,-2.5940542,4.4080787,2
1796,-3.1177948,3.1396194,2
1797,1.3889731,4.475812,2
1798,-0.9270866,2.8616514,2
1799,2.0016444,-5.885196,3
1800,-2.4528701,7.5816064,2
1801,1.9772855,-6.7511168,3
1802,1.0631505,4.1636147,2
1803,-0.7723293,-0.15284057,6
1804,1.0508333,1.708783,5
1805,-3.130265,6.5270247,2
1806,2.547735,-5.1025724,3
1807,-4.3402605,7.1153684,2
1808,1.0708838,-4.6648717,3
1809,-0.46179208,0.9820669,6
1810,1.3085874,4.3069005,2
1811,-3.7106144,5.99905,2
1812,-3.8424587,2.4377723,2
1813,12.367878,7.519782,1
1814,-2.14741,5.853147,2
1815,-0.5470918,6.259207,2
1816,-4.215553,2.1644466,2
1817,-1.0007646,4.2104945,2
1818,-1.5810786,5.865754,2
1819,-3.9542806,2.4230015,2
1820,-0.42243785,4.224,2
1821,1.6727606,-5.2267385,3
1822,-3.3995311,4.5309143,2
1823,0.58314615,4.249575,2
1824,-2.3358471,3.7160108,2
1825,1.1975269,-3.076665,3
1826,-0.54273075,0.0851767,6
1827,-4.9384074,5.3426623,2
1828,-2.3635142,4.9133506,2
1829,-4.5971303,7.10328,2
1830,-0.74038386,0.71605843,6
1831,1.1754292,4.6284456,2
1832,-2.9118025,5.4423027,2
1833,-3.666284,1.3982719,2
1834,-0.9692405,0.058152918,6
1835,10.625654,9.490392,0
1836,-1.4623717,4.9316664,2
1837,1.2978239,-3.1906872,3
1838,0.88223207,4.5225163,2
1839,-2.8204532,3.1930876,2
1840,-5.060239,6.7770705,2
1841,-0.47509474,6.426467,2
1842,2.2939553,-6.6913676,3
1843,1.2159042,-3.058571,3
1844,-2.5508194,3.8730135,2
1845,-1.2194477,0.27398193,6
1846,2.8294814,-7.11047,3
1847,-4.221197,7.1071377,2
1848,-4.8921123,7.016894,2
1849,-4.2538543,4.7282724,2
1850,-2.4506714,7.565118,2
1851,0.7690332,4.020433,2
1852,-4.0701876,5.6311455,2
1853,12.029553,7.6915827,1
1854,1.956197,-4.9867926,3
1855,-2.2562897,4.454747,2
1856,2.020588,-4.256544,3
1857,0.99366945,-6.01416,3
1858,-5.2294555,6.6551304,2
1859,-1.6785785,6.6212254,2
1860,12.352731,7.7108674,1
1861,11.790195,8.0082035,1
1862,11.844704,7.9575567,1
1863,-2.7758374,5.909998,2
1864,12.091899,7.520961,1
1865,2.4915771,-5.450548,3
1866,-3.3982298,6.1347837,2
1867,-0.4711878,-0.56103045,6
1868,-0.34118685,-4.630761,4
1869,-0.37016588,0.20861886,6
1870,-3.9445043,5.15467,2
1871,-5.1703916,5.371245,2
1872,2.077081,-6.641884,3
1873,12.338925,8.209998,1
1874,-1.6398998,6.626261,2
1875,-5.0279064,4.9666057,2
1876,11.968874,8.33087,1
1877,-3.124521,5.698451,2
1878,-4.8291283,6.082612,2
1879,2.6598008,-7.196379,3
1880,-4.775712,5.835705,2
1881,-3.2073634,7.280972,2
1882,-3.2542412,6.1270213,2
1883,-0.4274532,-5.109411,4
1884,2.1244667,-4.319435,3
1885,-0.71691453,6.2919745,2
1886,1.3105057,-2.893456,3
1887,-1.0357426,1.2256173,-1
1888,-4.502714,5.0933056,2
1889,-4.3372517,5.2966886,2
1890,-0.94587713,5.546353,2
1891,2.5230927,-5.974916,3
1892,0.916431,-6.4678173,3
1893,1.4617714,-3.8460884,3
1894,-0.10464736,0.2795017,6
1895,-1.4698169,6.504252,2
1896,0.79224,1.5136445,5
1897,2.1417499,-6.45777,3
1898,-1.0436851,0.021214914,6
1899,-2.7527869,3.9372594,2
1900,-2.4256196,3.214885,2
1901,2.7701416,-7.1296577,3
1902,0.9667504,4.0021944,2
1903,0.77066547,-5.0938272,3
1904,0.8825177,-6.2328434,3
1905,-2.2592196,5.973775,2
1906,1.0960639,-5.785782,3
1907,-3.119387,6.4022737,2
1908,-3.1672232,7.439521,2
1909,-3.3605635,4.2820907,2
1910,-0.7538823,0.20092838,6
1911,2.138558,-4.909251,3
1912,1.8206657,-5.7166843,3
1913,-3.3053102,6.318847,2
1914,-0.3900937,0.7388678,6
1915,12.579507,8.279125,1
1916,-2.3953028,5.984938,2
1917,-0.008904903,0.7744274,6
1918,10.656281,9.4638195,0
1919,-4.0278673,6.209933,2
1920,0.9907165,-6.3634276,3
1921,-3.093705,5.140103,2
1922,2.397027,-5.287805,3
1923,-3.5490074,1.896214,2
1924,-5.155261,4.059559,2
1925,-5.215794,6.707712,2
1926,2.3570688,-4.954526,3
1927,-4.3689284,2.6423535,2
1928,-4.021373,5.2481623,2
1929,-2.9900773,3.3664334,2
1930,0.6568997,-5.4734898,3
1931,-1.4126341,6.7263856,2
1932,0.7857156,-5.254729,3
1933,1.6781074,-7.0341883,3
1934,1.6596243,-7.0097017,3
1935,-3.3139403,7.1310143,2
1936,0.89583814,1.7074736,5
1937,1.9529334,-6.3218746,3
1938,-3.8173325,6.1545095,2
1939,-2.971646,5.119087,2
1940,-1.3429681,6.1050696,2
1941,0.005314718,0.73257655,6
1942,0.95444703,-5.5071917,3
1943,-2.9324973,4.537723,2
1944,-1.5813296,6.141945,2
1945,0.9064882,-6.36143,3
1946,-0.4713227,0.080314755,6
1947,1.2834173,-4.5345163,3
1948,1.9576502,-4.4988,3
1949,-0.13168535,0.8084515,6
1950,1.0319778,-6.3701477,3
1951,-4.4634233,6.9618726,2
1952,2.2485583,-5.517748,3
1953,-4.0949397,5.0285773,2
1954,-0.43739063,-0.17665707,6
1955,-4.157934,4.957687,2
1956,-4.7159348,5.1789436,2
1957,2.1985667,-4.346947,3
1958,1.4640588,-5.738702,3
1959,-0.90578413,5.4863048,2
1960,-4.5471587,5.334376,2
1961,-4.0790334,1.9516993,2
1962,0.7943636,4.068218,2
1963,-4.220774,5.3963637,2
1964,-3.846236,2.2388928,2
1965,-1.4427935,6.852597,2
1966,-2.91594,6.4421315,2
1967,0.54119295,5.7808666,2
1968,1.0948498,4.2973037,2
1969,-3.4808311,3.3017337,2
1970,-0.094728895,4.845485,2
1971,1.3958089,-5.1937704,3
1972,-0.2095855,0.12839025,6
1973,-2.9153247,5.493224,2
1974,-4.2606387,5.7868977,2
1975,12.516774,8.449859,1
1976,-4.2163215,5.643944,2
1977,-4.2315874,5.6494236,2
1978,-4.5677404,7.106767,2
1979,-4.4797087,4.0773177,2
1980,1.192345,-4.5743804,3
1981,-5.467701,4.857319,2
1982,-4.5222754,4.5951552,2
1983,0.3713561,4.293416,2
1984,2.329083,-6.7967963,3
1985,-5.050399,3.8871608,2
1986,-3.927019,6.9750924,2
1987,-2.4244785,4.6359706,2
1988,-4.500379,2.8048615,2
1989,-4.9498935,4.9788117,2
1990,-2.4463863,4.930843,2
1991,0.06875312,5.393319,2
1992,-3.4436767,4.5016413,2
1993,0.0374038,0.7317148,6
1994,-4.307415,2.672079,2
1995,1.7591388,-4.336327,3
1996,-3.0923889,6.684823,2
1997,-2.002487,4.7525964,2
1998,-0.20614019,5.2704186,2
1999,-2.1826196,3.9921749,2
2000,2.6431344,-5.7035747,3
2001,-5.0374436,5.956331,2
2002,1.4035321,-5.961933,3
2003,-2.9773505,7.881334,2
2004,-4.6971846,5.2834935,2
2005,-2.9519358,7.887887,2
2006,0.9714586,4.677876,2
2007,-2.5314612,4.072343,2
2008,-0.18203264,4.089787,2
2009,1.2500145,-5.445368,3
2010,-4.88464,5.089711,2
2011,-4.6509495,3.9818945,2
2012,0.2218049,4.3415837,2
2013,1.2242078,-3.039378,3
2014,-0.3164459,-5.2326794,4
2015,-2.4442506,4.600891,2
2016,-3.9764535,2.7947702,2
2017,0.89755267,1.7017144,5
2018,0.096871,4.4751387,2
2019,-0.46891424,-5.1975284,4
2020,-3.811186,4.9153533,2
2021,1.2215403,-3.0853162,3
2022,-2.2958527,3.1377459,2
2023,1.8586875,-4.697567,3
2024,1.389897,-3.0422115,3
2025,-2.8376162,8.022072,2
2026,12.524833,8.227164,1
2027,1.0542992,-3.5588756,3
2028,-3.4267292,5.146159,2
2029,0.7599008,4.207871,2
2030,-2.2957027,7.4126945,2
2031,-4.124083,4.996603,2
2032,-2.855791,4.5265665,2
2033,-4.733577,6.411351,2
2034,0.11866275,0.7893947,6
2035,0.6902801,4.0796213,2
2036,-3.430898,7.1828732,2
2037,2.0791316,-4.870925,3
2038,-1.2321914,4.889146,2
2039,-3.71061,1.5354367,2
2040,-4.320274,3.056855,2
2041,11.880768,8.268768,1
2042,-2.6243606,5.2313924,2
2043,-2.7656293,3.6850913,2
2044,-2.357897,4.0229363,2
2045,2.8586419,-6.9109826,3
2046,-4.0766773,5.1645036,2
2047,-2.5543876,3.3269408,2
2048,12.633082,7.855487,1
2049,-3.505954,2.9936867,2
2050,0.6584334,5.294523,2
2051,1.9269207,-4.3188567,3
2052,0.75823176,4.245626,2
2053,-1.3299181,4.101481,2
2054,1.572281,-3.0651512,3
2055,2.4488132,-6.4018493,3
2056,-0.6802304,0.63201946,6
2057,11.825653,8.132554,1
2058,-5.1073256,4.305927,2
2059,-0.54286194,6.2026606,2
2060,1.2616066,-2.8994772,3
2061,0.9968036,1.5442291,5
2062,-0.5378693,6.41518,2
2063,-5.2923975,5.260218,2
2064,-5.311287,5.370509,2
2065,-4.4026403,2.4633946,2
2066,-1.0082046,-0.06897734,6
2067,-0.7829718,5.622375,2
2068,11.953303,8.417422,1
2069,11.810954,8.079564,1
2070,-2.778992,7.9352493,2
2071,12.339218,7.903063,1
2072,-2.1012201,4.8099523,2
2073,-0.59139526,-0.48063692,6
2074,-0.03251013,4.503544,2
2075,-2.6340132,7.3500643,2
2076,-5.0805173,6.57715,2
2077,0.87065446,1.8350458,5
2078,-0.72147715,4.0465117,2
2079,12.28617,7.897393,1
2080,-0.7755753,0.08939215,6
2081,-3.379939,3.366635,2
2082,-1.9874806,6.578884,2
2083,-2.8193307,7.689984,2
2084,-0.58972234,6.354787,2
2085,0.21646461,4.7682757,2
2086,0.90853626,-5.4987283,3
2087,-2.3687334,3.7660637,2
2088,-3.5878663,5.2752786,2
2089,-3.7392867,7.0283136,2
2090,-3.1922195,6.338063,2
2091,1.0297842,-5.768363,3
2092,-1.5113695,6.590094,2
2093,-2.4133835,4.016343,2
2094,2.02969,-5.6354766,3
2095,0.7962706,3.9901247,2
2096,-4.45065,7.2839074,2
2097,0.8009753,-3.202281,3
2098,-4.987104,5.591585,2
2099,-0.33660275,-5.5887613,4
2100,-5.157878,5.7636,2
2101,-3.8290052,2.2578363,2
2102,-2.543951,7.415145,2
2103,12.047609,7.53224,1
2104,1.528508,-3.9598691,3
2105,1.2889184,-4.7347383,3
2106,-0.46262068,4.251247,2
2107,-3.2293768,6.1316247,2
2108,-4.165863,2.7063813,2
2109,-3.0677357,4.9897795,2
2110,-0.3879847,4.497097,2
2111,12.039851,8.347934,1
2112,2.7185884,-6.972254,3
2113,11.94711,8.302942,1
2114,-0.87177306,4.148742,2
2115,-1.8632494,3.9618194,2
2116,-4.2241254,4.8575897,2
2117,-2.4108632,5.044592,2
2118,-4.409469,2.6216977,2
2119,-0.9886365,5.365132,2
2120,-2.5858624,8.076169,2
2121,0.97157276,-6.3437304,3
2122,-3.1924524,3.911002,2
2123,-5.200232,4.0193367,2
2124,-4.130191,6.9745426,2
2125,1.8407034,-4.4030943,3
2126,-5.1587257,6.6589427,2
2127,1.8732679,-4.769038,3
2128,-0.22280717,-5.3591876,4
2129,-2.8386164,4.554071,2
2130,-4.528338,3.7732701,2
2131,11.695168,7.836313,1
2132,0.3149578,5.160402,2
2133,11.946935,8.025333,1
2134,-3.686251,6.5455422,2
2135,-0.13175668,4.0588636,2
2136,-3.2873404,6.6385536,2
2137,0.9737288,4.4751873,2
2138,-4.774874,6.4730344,2
2139,0.57952887,-3.1410646,3
2140,2.1364326,-6.542658,3
2141,-2.2803383,4.004869,2
2142,-1.3809481,4.6379585,2
2143,-4.565967,6.9214954,2
2144,0.8988896,4.653414,2
2145,1.2905365,-6.637902,3
2146,-2.893241,5.3063602,2
2147,-3.5582137,4.9583187,2
2148,1.0385054,-5.7974916,3
2149,-3.8605387,7.1432905,2
2150,-3.0140188,3.4852102,2
2151,0.87903535,1.90017,5
2152,2.6874661,-6.9279475,3
2153,-0.02545661,0.28133178,6
2154,-2.1925924,7.7284203,2
2155,-1.1417168,5.8810463,2
2156,-4.674747,6.874389,2
2157,0.5676467,-3.3222086,3
2158,0.95140225,1.772368,5
2159,-3.174759,4.316485,2
2160,2.4006207,-6.218733,3
2161,-1.1417727,7.4589496,2
2162,0.81977826,1.5613863,5
2163,1.0053135,1.7863451,5
2164,1.0473008,1.4967251,5
2165,0.59530914,5.652752,2
2166,1.1735228,-5.5751166,3
2167,-5.2352123,5.4714437,2
2168,-1.322909,7.5678363,2
2169,1.1443665,-3.030537,3
2170,-2.056966,4.878034,2
2171,-5.4326224,5.5523047,2
2172,-0.867046,4.1441054,2
2173,-0.9338637,6.1895437,2
2174,-4.5578055,6.43677,2
2175,1.1925117,-6.5074506,3
2176,-2.6765046,5.2827764,2
2177,-4.620272,4.4910955,2
2178,-2.7125008,3.231504,2
2179,0.51563096,-4.936335,3
2180,-1.3273602,5.081315,2
2181,1.1944373,-3.0032299,3
2182,0.98254985,1.837565,5
2183,12.1584635,8.226985,1
2184,-5.118927,6.320852,2
2185,-2.9985738,5.2816353,2
2186,-0.5881294,5.7575912,2
2187,-0.7154381,6.120122,2
2188,-0.56003034,-5.3271074,4
2189,-0.4789236,-5.2254333,4
2190,1.2049352,-2.8932295,3
2191,12.217909,7.900082,1
2192,-2.748336,4.633148,2
2193,10.630072,9.478855,0
2194,-2.377943,3.7934358,2
2195,-3.6819842,6.119285,2
2196,-3.3173463,3.2694247,2
2197,-2.1143422,3.8759315,2
2198,-4.385721,2.8125181,2
2199,0.71638906,1.4609009,5
2200,-4.080903,4.9288836,2
2201,-5.027314,4.565371,2
2202,-1.8550488,5.039743,2
2203,2.191102,-6.5834856,3
2204,2.7091455,-6.9972486,3
2205,1.27381,4.614814,2
2206,1.2869216,-4.5411267,3
2207,0.0019722108,4.2173653,2
2208,-4.6039233,4.4352894,2
2209,1.954824,-6.2397523,3
2210,12.666479,7.730358,1
2211,1.3838421,-2.953235,3
2212,1.0029367,-5.6674995,3
2213,2.1105576,-6.493734,3
2214,1.6964777,-5.0548434,3
2215,-0.39029256,0.629137,6
2216,2.7723129,-7.1377487,3
2217,-2.0739152,4.508483,2
2218,-2.4574778,3.4014833,2
2219,1.776621,-3.154519,3
2220,1.2647592,-3.2983959,3
2221,-2.8622174,5.764658,2
2222,1.8466294,-4.308715,3
2223,1.5208232,-5.0879054,3
2224,-1.091794,7.0622263,2
2225,0.86253065,-5.524143,3
2226,-2.9933684,3.3664684,2
2227,-4.8957443,4.0233765,2
2228,-1.0499128,6.7100887,2
2229,-1.5787824,3.6977885,2
2230,-2.2353382,4.3092713,2
2231,-4.011363,6.4903235,2
2232,0.06609814,0.9099369,6
2233,-1.8651366,5.060396,2
2234,-4.16461,7.050616,2
2235,0.8506767,-4.3842306,3
2236,2.250089,-5.1002235,3
2237,0.23724759,5.280529,2
2238,-1.763252,5.8551373,2
2239,-4.391563,6.111666,2
2240,-4.425225,7.366757,2
2241,-2.52064,8.030749,2
2242,2.121778,-6.519537,3
2243,12.580783,7.529501,1
2244,-4.52011,5.2084355,2
2245,0.10752919,4.355305,2
2246,-3.381352,7.1243773,2
2247,2.2745965,-4.579178,3
2248,0.19768673,5.1120605,2
2249,1.2352557,-3.2005172,3
2250,-4.344322,5.8135023,2
2251,-5.0645657,5.8883753,2
2252,-1.6846528,6.171547,2
2253,-0.84162194,5.291627,2
2254,1.3691195,-5.7271395,3
2255,-4.667746,6.707457,2
2256,-0.33545512,6.0753636,2
2257,1.8248286,-4.9542336,3
2258,1.0057462,1.8000923,5
2259,-4.4114428,4.6193867,2
2260,-1.9496409,5.4427657,2
2261,-1.6163796,6.5073504,2
2262,-2.0995805,3.5535433,2
2263,-4.6206427,6.806527,2
2264,-1.765253,5.438715,2
2265,-5.0566244,4.0311694,2
2266,-1.9852214,5.1541433,2
2267,-3.6231985,4.1565943,2
2268,-0.9579402,-0.08435644,6
2269,-5.2149205,4.2028046,2
2270,2.5980594,-5.6402445,3
2271,1.6432216,-4.3725553,3
2272,0.7124937,2.0583577,5
2273,2.4097385,-5.9480658,3
2274,-3.2977836,3.3148715,2
2275,-0.34580734,5.9903135,2
2276,-3.1765513,3.4379573,2
2277,-2.5821745,7.9170523,2
2278,1.3560531,-2.8019605,3
2279,0.14159672,4.0880117,2
2280,-0.49117854,4.5741925,2
2281,1.5029007,4.4681354,2
2282,12.63056,7.5900145,1
2283,-5.3276258,5.2995653,2
2284,1.3420287,-4.6508408,3
2285,-3.359224,5.162569,2
2286,-0.68418217,6.0834455,2
2287,-3.247098,4.862134,2
2288,-3.8376405,1.9944026,2
2289,0.77257305,4.2149873,2
2290,-1.3714767,3.9985163,2
2291,-4.347583,4.1886187,2
2292,-0.3449842,6.138595,2
2293,12.666884,7.5184684,1
2294,-0.40513325,5.5224648,2
2295,-3.3439884,3.2683284,2
2296,-5.1531825,4.7362585,2
2297,-4.9930134,4.5389247,2
2298,-0.13555121,-4.9448624,4
2299,-1.8359464,5.5980425,2
2300,-4.746,4.8022313,2
2301,-0.1681858,5.016076,2
2302,12.455066,7.8658786,1
2303,-0.43520144,0.5006497,6
2304,-4.5481935,3.5863693,2
2305,-0.6822911,6.6685634,2
2306,-0.7383398,5.142063,2
2307,-4.0871863,6.7202845,2
2308,-0.8064238,0.21231021,6
2309,1.1668857,4.4753957,2
2310,1.1742439,-3.2004516,3
2311,-3.2399318,3.231632,2
2312,-0.09951947,5.4474964,2
2313,-2.83283,3.905246,2
2314,1.8039116,-3.1792157,3
2315,2.2033098,-6.1181526,3
2316,-3.214727,4.938049,2
2317,-0.7361089,0.21645853,6
2318,12.014342,8.393839,1
2319,-4.5767727,4.8807187,2
2320,-1.3484564,3.7608867,2
2321,0.6227512,5.657063,2
2322,-3.5695148,5.4306235,2
2323,0.5988162,4.712295,2
2324,-4.5804276,3.1046152,2
2325,-4.298025,5.933905,2
2326,-2.351316,3.2315333,2
2327,-2.9210231,3.5771983,2
2328,-3.6821206,1.4269551,2
2329,-0.0014048554,4.882438,2
2330,2.7929955,-7.0410385,3
2331,2.4959528,-6.4278283,3
2332,0.56593496,5.6014366,2
2333,-3.3075602,6.162221,2
2334,0.8914669,4.892317,2
2335,-1.2552848,4.6047583,2
2336,11.986975,8.329076,1
2337,-2.3767653,5.9378867,2
2338,2.229012,-4.968372,3
2339,-2.474164,3.325604,2
2340,2.2310755,-5.149533,3
2341,0.2870267,4.101704,2
2342,-3.7159078,6.080434,2
2343,-0.9726436,6.601163,2
2344,-4.1946487,6.734136,2
2345,-1.7331039,6.578036,2
2346,-1.7247897,6.6405644,2
2347,1.8611315,-3.4820473,3
2348,0.9909617,-5.207891,3
2349,0.0855005,5.7943835,2
2350,1.3299403,-3.0188258,3
2351,0.17044029,5.7979293,2
2352,-2.3585598,3.2000499,2
2353,-1.4044163,3.9340005,2
2354,0.17443009,5.8297987,2
2355,1.7498335,-5.486629,3
2356,-2.1793914,6.610561,2
2357,0.17875832,4.7685843,2
2358,1.8015792,-5.68315,3
2359,12.02561,8.30627,1
2360,-5.0362573,5.5797467,2
2361,1.0345814,4.0529046,2
2362,-4.9786797,5.7232904,2
2363,-2.6860282,5.877314,2
2364,-4.453416,2.4469857,2
2365,0.2737876,-5.030521,3
2366,-5.2941847,5.675472,2
2367,-3.8512998,2.2611558,2
2368,1.2884139,4.34476,2
2369,-5.1033154,5.566946,2
2370,-2.3011363,3.234509,2
2371,-1.6975386,6.783463,2
2372,-0.2565458,-5.10072,4
2373,-2.0328975,5.9453554,2
2374,12.700914,8.124715,1
2375,-0.17419109,0.15035845,6
2376,-4.607277,3.2740695,2
2377,1.183452,4.6118197,2
2378,0.59532136,4.222022,2
2379,1.9434239,-6.6028585,3
2380,-2.3805692,3.161382,2
2381,-2.1063418,5.794168,2
2382,1.4106548,-4.4799356,3
2383,-2.875913,4.506679,2
2384,0.90048426,-6.174079,3
2385,12.627324,8.310828,1
2386,-2.0888064,5.36061,2
2387,10.662618,9.482277,0
2388,0.6178534,5.5686946,2
2389,0.34304756,-5.077069,3
2390,0.97517055,-5.9443893,3
2391,0.40357015,4.1025405,2
2392,2.2347379,-5.085013,3
2393,-5.2096553,5.068151,2
2394,-0.20595148,0.7358198,6
2395,1.624085,-4.4902124,3
2396,-4.8758655,4.6517935,2
2397,-1.1476712,5.5280766,2
2398,-3.6938925,6.2003503,2
2399,-4.8443527,7.020956,2
2400,0.77894056,-5.1849985,3
2401,-3.8903997,2.3705962,2
2402,12.633539,7.9866104,1
2403,-0.6617327,6.293583,2
2404,2.2509658,-6.6687765,3
2405,-2.366841,4.215453,2
2406,10.625053,9.49107,0
2407,1.0594034,4.1169252,2
2408,-0.06160875,0.8647684,6
2409,-3.9399881,2.390341,2
2410,-2.5700526,7.5087595,2
2411,-1.2628556,5.9173527,2
2412,-5.0250316,5.4514503,2
2413,-1.1155224,3.1494837,2
2414,12.550262,8.300456,1
2415,2.179435,-4.3128333,3
2416,-4.983924,5.0283914,2
2417,-2.8671255,3.8812196,2
2418,-2.8829882,7.629466,2
2419,-0.101661004,0.5720972,6
2420,11.816213,8.274221,1
2421,1.98634,-4.31458,3
2422,10.6470995,9.472042,0
2423,-4.4646964,5.981086,2
2424,1.380068,4.778502,2
2425,1.2170203,-5.8210754,3
2426,1.6395168,-5.5266066,3
2427,-2.5169542,7.775343,2
2428,-1.1494083,6.663759,2
2429,-2.6060264,3.3806205,2
2430,-0.7274839,5.462112,2
2431,2.753401,-7.063105,3
2432,1.1247071,-2.843143,3
2433,-5.0268874,6.8660474,2
2434,-2.6598623,7.4020987,2
2435,-4.382537,5.206304,2
2436,-3.1235,3.8879974,2
2437,-0.15452895,0.3124363,6
2438,1.5286213,-5.330541,3
2439,-2.3454475,7.1559954,2
2440,-3.7722669,5.2255363,2
2441,2.1755714,-5.5238442,3
2442,-2.4985495,8.080334,2
2443,1.7282196,-3.0974805,3
2444,-1.8949114,5.355039,2
2445,-2.2091348,6.3601875,2
2446,-0.6115044,4.212865,2
2447,-4.7642565,5.509423,2
2448,-0.9061768,6.291461,2
2449,-1.2380214,5.61232,2
2450,1.1065416,-5.2378254,3
2451,-2.8199322,7.770134,2
2452,-0.59455335,-5.1644044,4
2453,0.7760172,5.338121,2
2454,-1.4180754,6.6354785,2
2455,-1.5952919,5.68944,2
2456,-5.024066,6.155642,2
2457,2.0856755,-5.136158,3
2458,0.6241027,-3.2411993,3
2459,1.733585,-5.3290324,3
2460,-2.827801,8.010115,2
2461,2.089964,-6.9383583,3
2462,-0.7075937,0.016088169,6
2463,-3.4128425,4.4298477,2
2464,-4.0512805,6.8240504,2
2465,0.76245546,-4.2454896,3
2466,-5.1599565,4.927672,2
2467,-4.6121993,3.2190232,2
2468,-2.9876273,4.486298,2
2469,-0.25010598,0.34716675,6
2470,12.303028,8.575093,1
2471,-4.7534003,5.673631,2
2472,-2.5020506,5.2737403,2
2473,0.9937321,1.8143284,5
2474,-4.600266,3.057156,2
2475,-2.375654,4.0620522,2
2476,-1.9064646,3.7383249,2
2477,-1.0524247,0.0063530193,6
2478,-0.06150901,0.20197529,6
2479,-4.346779,4.705896,2
2480,1.7320536,-3.2816787,3
2481,0.81517166,-5.2064614,3
2482,-0.6935447,4.294808,2
2483,0.043912522,0.5327134,6
